t,s,s_track,e,e_track,dphi,dphi_track,x_ref,y_ref,z_ref,psi_ref,yaw,vx,vy,r,V,beta,rear_wheelspeed_ms,fcog_x,fcog_y,accel_x,accel_y,roadwheel_angle,rear_wheel_torque,measured_roadwheel_angle,measured_rear_wheel_torque,roadwheel_angle_rate,rear_wheel_torque_rate,kappa_track,e_min,e_max
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.953184127807617,-36.0,0.0,1.5707964,1.5707963705062866,0.10000000149011612,0.0,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,0.004666301421821117,308.3905029296875,0.0,250.0,0.5919319111853838,2978.3889770507812,-0.0,-2.25,2.25
0.02,0.0021169965621083975,0.0021169965621083975,-7.205383008113131e-05,-7.205383008113131e-05,-0.2059253752231598,-0.2059253752231598,3.953256130218506,-35.99788284301758,0.0,1.5707964,1.5708682537078857,0.0910613089799881,-0.01902829483151436,0.0032783448696136475,0.09302815701358325,-0.20599721464506895,0.327295184135437,-0.40909650921821594,-0.08352958410978317,-0.40909650921821594,-0.08352958410978317,0.016504939645528793,367.9582824707031,0.004666301421821117,308.3905029296875,0.5993627943098545,2991.6351318359375,-0.0,-2.25,2.25
0.04,0.004427856300026178,0.004427856300026178,-0.0007448864635080099,-0.0007448864635080099,-0.38581785559654236,-0.38581785559654236,3.9539289474487305,-35.99557113647461,0.0,1.5707964,1.5712623596191406,0.15191076695919037,-0.0617847666144371,0.044359154999256134,0.16399462949660853,-0.38628387385600993,0.0574791245162487,1.3758161067962646,-0.2613380551338196,1.3758161067962646,-0.2613380551338196,0.028492195531725883,427.7909851074219,0.016504939645528793,367.9582824707031,0.5999564193189145,2997.752380371094,-0.0,-2.25,2.25
0.06,0.007391615770757198,0.007391615770757198,-0.0023855937179178,-0.0023855937179178,-0.670060396194458,-0.670060396194458,3.9555697441101074,-35.99260711669922,0.0,1.5707964,1.572313666343689,0.14239101111888885,-0.11317598074674606,0.06742625683546066,0.18189008402177223,-0.6715776742443351,0.34301701188087463,0.40177279710769653,-0.45965835452079773,0.40177279710769653,-0.45965835452079773,0.04049132391810417,487.74603271484375,0.028492195531725883,427.7909851074219,0.599922053515911,2995.8068847656245,-0.0,-2.25,2.25
0.08,0.010775712318718433,0.010775712318718433,-0.0051534222438931465,-0.0051534222438931465,-0.7034198045730591,-0.7034198045730591,3.9583375453948975,-35.98922348022461,0.0,1.5707964,1.5740578174591064,0.2071685791015625,-0.1768752634525299,0.11468027532100677,0.27240352234940396,-0.7066813160255709,0.09271708875894547,1.871425747871399,-0.693249523639679,1.871425747871399,-0.693249523639679,0.052489764988422394,547.6621704101562,0.04049132391810417,487.74603271484375,0.5999170243740081,2995.486450195312,-0.0,-2.25,2.25
0.1,0.014916282147169113,0.014916282147169113,-0.009008568711578846,-0.009008568711578846,-0.7949296236038208,-0.7949296236038208,3.9621927738189697,-35.985084533691406,0.0,1.5707964,1.576530933380127,0.20921431481838226,-0.21570156514644623,0.13443513214588165,0.3004959146669914,-0.8006641176162673,0.3382820188999176,0.9873021841049194,-0.7981162667274475,0.9873021841049194,-0.7981162667274475,0.06448810547590256,607.5718994140625,0.052489764988422394,547.6621704101562,0.5997806787490848,2987.7075195312514,-0.0,-2.25,2.25
0.12,0.01963016577064991,0.01963016577064991,-0.013539452105760574,-0.013539452105760574,-0.7282109260559082,-0.7282109260559082,3.966723680496216,-35.980369567871094,0.0,1.5707964,1.5793994665145874,0.2654251456260681,-0.24081073701381683,0.150765523314476,0.35838571259434593,-0.7368140159048582,0.19945308566093445,1.9067386388778687,-0.8337024450302124,1.9067386388778687,-0.8337024450302124,0.07648371905088425,667.3260498046875,0.06448810547590256,607.5718994140625,0.5995269864797587,2973.5046386718723,-0.0,-2.25,2.25
0.14,0.025134922936558723,0.025134922936558723,-0.018314309418201447,-0.018314309418201447,-0.6818724274635315,-0.6818724274635315,3.971498489379883,-35.9748649597168,0.0,1.5707964,1.5823898315429688,0.2903972268104553,-0.24137228727340698,0.14714877307415009,0.3776124076388369,-0.6934659476363431,0.32028183341026306,1.624579906463623,-0.7605805993080139,1.624579906463623,-0.7605805993080139,0.08847425878047943,726.796142578125,0.07648371905088425,667.3260498046875,0.5985375493764881,2927.7221679687514,-0.0,-2.25,2.25
0.16,0.03136667609214783,0.03136667609214783,-0.02303987927734852,-0.02303987927734852,-0.6067235469818115,-0.6067235469818115,3.976223945617676,-35.968631744384766,0.0,1.5707964,1.5853204727172852,0.33284974098205566,-0.2382519543170929,0.14480255544185638,0.40933231463901754,-0.6212477156197316,0.3350139260292053,1.8773435354232788,-0.6776294112205505,1.8773435354232788,-0.6776294112205505,0.10044500976800919,785.3505859375,0.08847425878047943,726.796142578125,0.5949322134256366,2810.0097656250014,-0.0,-2.25,2.25
0.18,0.03841561824083328,0.03841561824083328,-0.027663560584187508,-0.027663560584187508,-0.5437123775482178,-0.5437123775482178,3.9808475971221924,-35.96158218383789,0.0,1.5707964,1.588207721710205,0.3737792372703552,-0.2349262535572052,0.14363504946231842,0.44147623132489566,-0.5611237235424599,0.38725951313972473,1.98744797706604,-0.6006348133087158,1.98744797706604,-0.6006348133087158,0.11234365403652191,841.55078125,0.10044500976800919,785.3505859375,0.5778796970844263,2482.1594238281227,-0.0,-2.25,2.25
